CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
2013 Aug 22 10:23:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.60469,-75.44674,8,Following too close,0,No,N,,,,,N,POINT (-75.446739999888 38.604690000175),S,Sussex,2013
2011 Sep 22 03:34:00 PM,5,Thursday,1,Non-Reportable,Y,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.62145,-75.64162,9,Made improper turn,0,No,N,,,,,N,POINT (-75.641620000195 39.621450000076),N,New Castle,2011
2013 Dec 13 02:31:00 AM,5,Thursday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,39.57592,-75.63253,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.632529999937 39.575919999701),N,New Castle,2013
2012 Jul 04 03:16:00 AM,3,Tuesday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,38.63242,-75.18174,9,Made improper turn,0,No,N,,,,,N,POINT (-75.181740000429 38.632419999737),S,Sussex,2012
2014 Aug 12 12:15:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.70103,-75.69939,99,Unknown,0,No,N,,,,,N,POINT (-75.699390000347 39.701030000318),N,New Castle,2014
2015 Aug 22 05:02:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.9941,-75.45244,8,Following too close,0,No,N,,,,,N,POINT (-75.45243999991 38.994099999742),K,Kent,2015
2009 Sep 22 11:46:00 PM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,38.9223931,-75.4324029,,,0,No,N,,,,,N,POINT (-75.432402899631 38.922393100175),K,Kent,2009
2014 Jun 27 10:43:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.76705,-75.54116,8,Following too close,0,No,N,,,,,N,POINT (-75.541159999702 39.767050000305),N,New Castle,2014
2009 Sep 12 08:44:00 PM,7,Saturday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.6754208,-75.6801301,,,0,No,N,,,,,N,POINT (-75.680130099994 39.675420799781),N,New Castle,2009
2014 Sep 22 01:09:00 PM,2,Monday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.66344,-75.73683,9,Made improper turn,0,No,N,,,,,N,POINT (-75.736830000029 39.663440000045),N,New Castle,2014
2015 Sep 20 04:32:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,Y,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7597,-75.55193,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.551929999559 39.759700000263),N,New Castle,2015
2015 Oct 02 08:06:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,Y,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.67098,-75.7096,8,Following too close,0,No,N,,,,,N,POINT (-75.709600000338 39.670980000168),N,New Castle,2015
2014 Jul 06 01:40:00 AM,7,Saturday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.6508,-75.64979,88,Other,0,No,N,,,,,N,POINT (-75.649789999838 39.650800000248),N,New Castle,2014
2015 May 26 06:06:00 PM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.71128,-75.71104,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.711039999738 39.711280000321),N,New Castle,2015
2011 May 14 12:57:00 PM,7,Saturday,2,Property Damage Only,N,N,2,Front to front,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.17306,-75.7212,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.721200000399 39.173060000235),K,Kent,2011
2011 Jun 10 11:33:00 AM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.72757,-75.61684,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.616840000032 39.727570000076),N,New Castle,2011
2011 Nov 09 04:06:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.72504,-75.28477,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.284770000101 38.725040000135),S,Sussex,2011
2015 Dec 16 11:44:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,2,Dawn,1,Clear,,,Y,N,N,N,N,39.68968,-75.66116,7,Improper lane change,0,No,N,,,,,N,POINT (-75.661159999745 39.689679999998),N,New Castle,2015
2012 Apr 08 08:04:00 PM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.53468,-75.08936,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.089360000065 38.534679999784),S,Sussex,2012
2015 May 18 11:13:00 PM,2,Monday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.69968,-75.57525,16,Mechanical defects,0,No,N,,,,,N,POINT (-75.57525000023 39.699679999994),N,New Castle,2015
2012 Aug 03 05:46:00 PM,6,Friday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.78107,-75.54093,7,Improper lane change,0,No,N,,,,,N,POINT (-75.540930000446 39.781070000281),N,New Castle,2012
2011 Apr 13 12:45:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.66304,-75.65334,8,Following too close,0,No,N,,,,,N,POINT (-75.653339999907 39.66304000031),N,New Castle,2011
2010 Nov 24 05:00:00 AM,4,Wednesday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.73741,-75.54391,9,Made improper turn,0,No,N,,,,,N,POINT (-75.543909999705 39.737409999862),N,New Castle,2010
2015 Feb 09 09:19:00 AM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,4,Dark-Lighted,3,"Fog, Smog, Smoke",,,Y,N,N,N,N,38.74861,-75.17238,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.172379999834 38.748610000277),S,Sussex,2015
2010 Sep 28 04:07:00 PM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.72112,-75.66324,13,Driving in an aggressive manner,0,No,N,,,,,N,POINT (-75.663240000276 39.721119999826),N,New Castle,2010
2009 May 12 12:22:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.8149319,-75.5092496,,,0,No,N,,,,,N,POINT (-75.509249600411 39.814931899821),N,New Castle,2009
2015 Jun 07 05:46:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,Y,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64044,-75.77894,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.778940000413 39.640439999661),N,New Castle,2015
2011 May 03 12:32:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.59778,-75.67372,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.673719999706 39.597779999918),N,New Castle,2011
2012 Nov 08 11:25:00 AM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.90666,-75.4112,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.411199999913 38.906659999672),S,Sussex,2012
2012 Nov 30 04:29:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.70049,-75.07968,88,Other,0,No,N,,,,,N,POINT (-75.079679999803 38.700490000195),S,Sussex,2012
2009 Nov 03 12:10:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.7682742,-75.6580335,,,0,No,N,,,,,N,POINT (-75.658033499637 39.768274200298),N,New Castle,2009
2010 Jul 20 08:20:00 PM,3,Tuesday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,38.64056,-75.59357,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.59356999959 38.640560000137),S,Sussex,2010
2016 Jan 14 01:19:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.68899,-75.65435,8,Following too close,0,No,N,,,,,N,POINT (-75.654350000035 39.688989999684),N,New Castle,2016
2009 Aug 03 05:35:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.6482675,-75.6087291,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.608729099654 38.648267500148),S,Sussex,2009
2015 Jun 20 11:24:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.91774,-75.43117,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.431169999633 38.917739999914),K,Kent,2015
2009 Dec 24 08:30:00 PM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.8177718,-75.45822,,,0,No,N,,,,,N,POINT (-75.458220000298 39.817771799954),N,New Castle,2009
2015 Nov 05 01:18:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.66103,-75.73829,8,Following too close,0,No,N,,,,,N,POINT (-75.73829000042 39.66103000024),N,New Castle,2015
2013 Jan 28 10:35:00 PM,2,Monday,1,Non-Reportable,Y,N,1,Front to rear,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.75379,-75.57011,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.570110000075 39.75379000027),N,New Castle,2013
2012 May 22 11:59:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.70358,-75.16157,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.161569999793 38.703579999654),S,Sussex,2012
2015 May 13 12:31:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.25057,-75.58719,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.58719000005 39.250569999774),K,Kent,2015
2014 Jun 02 01:55:00 PM,2,Monday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.74771,-75.15848,88,Other,0,No,N,,,,,N,POINT (-75.158480000032 38.747710000143),S,Sussex,2014
2014 Oct 08 07:48:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.58895,-75.69219,8,Following too close,0,No,N,,,,,N,POINT (-75.692189999751 39.588949999654),N,New Castle,2014
2015 Oct 22 08:50:00 PM,5,Thursday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.7444,-75.5566,14,Improper backing,0,No,N,,,,,N,POINT (-75.55660000026 39.744400000191),N,New Castle,2015
2011 Mar 04 09:20:00 PM,6,Friday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74873,-75.57337,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.573369999716 39.748729999872),N,New Castle,2011
2010 Sep 28 11:46:00 PM,3,Tuesday,3,Personal Injury Crash,N,Y,4,"Sideswipe, same direction",N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,38.76167,-75.34848,99,Unknown,0,No,N,,,,,N,POINT (-75.348479999576 38.761670000205),S,Sussex,2010
2009 Sep 17 05:20:00 AM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.7160874,-75.7392624,,,0,No,N,,,,,N,POINT (-75.739262399765 39.716087399931),N,New Castle,2009
2015 Dec 13 04:02:00 PM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.91146,-75.4435,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.443500000338 38.911459999672),S,Sussex,2015
2015 Aug 10 07:26:00 PM,2,Monday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.6642,-75.62434,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.624340000203 39.6641999998),N,New Castle,2015
2010 Feb 09 02:00:00 PM,3,Tuesday,2,Property Damage Only,N,N,99,Unknown,N,N,7,Slush,99,Unknown,99,Unknown,,,N,N,N,N,N,39.75357,-75.55766,99,Unknown,0,No,N,,,,,N,POINT (-75.557659999719 39.753570000144),N,New Castle,2010
2016 Jan 20 11:00:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.62068,-75.64198,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.641980000045 39.62068000003),N,New Castle,2016
2014 Oct 30 12:00:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,Y,N,1,Dry,4,Dark-Lighted,1,Clear,1,Clear,Y,N,N,Y,Y,39.66397,-75.56575,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.565749999894 39.663969999964),N,New Castle,2014
2014 Jan 22 07:07:00 PM,4,Wednesday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,4,Ice/Frost,1,Daylight,7,Blowing Snow,,,Y,N,N,N,N,38.50943,-75.15752,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.157520000132 38.509430000016),S,Sussex,2014
2015 Oct 28 11:02:00 AM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,39.69456,-75.69316,9,Made improper turn,0,No,N,,,,,N,POINT (-75.693159999697 39.694559999833),N,New Castle,2015
2012 Mar 04 06:00:00 AM,1,Sunday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.05447,-75.50122,99,Unknown,0,No,N,,,,,N,POINT (-75.501220000261 39.054469999752),K,Kent,2012
2014 Sep 22 08:28:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.73928,-75.54862,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.54861999969 39.739279999949),N,New Castle,2014
2013 Feb 01 01:35:00 AM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.69764,-75.58206,11,"Driver inattention, distraction, or fatigue",0,No,Y,4,Activity Area,1,Lane Closure,1,POINT (-75.58205999994 39.697639999964),N,New Castle,2013
2011 Aug 14 01:10:00 AM,7,Saturday,2,Property Damage Only,N,N,2,Front to front,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,39.5028,-75.6492,7,Improper lane change,0,No,N,,,,,N,POINT (-75.649199999834 39.502799999825),N,New Castle,2011
2015 Jun 18 11:28:00 AM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,38.6364,-75.19392,8,Following too close,0,No,N,,,,,N,POINT (-75.193920000448 38.636399999934),S,Sussex,2015
2014 Oct 16 07:54:00 PM,5,Thursday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.67745,-75.59296,7,Improper lane change,0,No,N,,,,,N,POINT (-75.592960000393 39.67745000009),N,New Castle,2014
2012 Feb 28 04:36:00 PM,3,Tuesday,1,Non-Reportable,Y,N,3,Angle,N,Y,1,Dry,1,Daylight,1,Clear,,,Y,Y,N,N,N,38.72764,-75.13099,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.130990000049 38.727640000091),S,Sussex,2012
2015 Oct 15 08:30:00 PM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,39.74152,-75.5494,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.549399999665 39.741520000238),N,New Castle,2015
2011 Oct 13 06:16:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.59276,-75.69864,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.698639999611 39.592759999946),N,New Castle,2011
2012 Jan 14 10:02:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,3,Dusk,1,Clear,,,Y,N,N,N,N,39.68842,-75.6552,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.65520000033 39.688420000053),N,New Castle,2012
2015 Aug 10 02:13:00 PM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.77882,-75.50638,9,Made improper turn,0,No,N,,,,,N,POINT (-75.50637999961 39.778819999865),N,New Castle,2015
2012 Feb 09 01:00:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.62598,-75.77273,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.772729999854 39.625980000276),N,New Castle,2012
2009 Aug 31 01:45:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7645502,-75.5398173,,,0,No,N,,,,,N,POINT (-75.539817300423 39.764550199968),N,New Castle,2009
2015 Dec 05 12:00:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.82053,-75.62775,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.627749999632 38.820529999903),S,Sussex,2015
2010 Oct 11 03:59:00 AM,1,Sunday,1,Non-Reportable,N,N,1,Front to rear,N,N,99,Unknown,6,Dark-Unknown Lighting,1,Clear,,,Y,N,N,N,N,39.68781,-75.75978,99,Unknown,0,No,N,,,,,N,POINT (-75.759779999906 39.687810000027),N,New Castle,2010
2009 Feb 07 09:52:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.684209,-75.7139101,,,0,No,N,,,,,N,POINT (-75.713910100003 39.684209000234),N,New Castle,2009
2015 Nov 17 09:28:00 PM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,3,Dusk,1,Clear,,,Y,N,N,N,N,39.66275,-75.72648,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.726480000296 39.662750000335),N,New Castle,2015
2009 Apr 27 04:30:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.1331994,-75.5278834,,,0,No,N,,,,,N,POINT (-75.527883400164 39.133199399691),K,Kent,2009
2009 Feb 21 06:00:00 PM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7480151,-75.5738543,,,0,No,N,,,,,N,POINT (-75.57385430035 39.748015099776),N,New Castle,2009
2013 Nov 16 02:50:00 PM,7,Saturday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.00545,-75.48273,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.482730000124 39.005450000097),K,Kent,2013
2009 Dec 19 06:24:00 AM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,3,Snow,4,Dark-Lighted,6,Snow,,,Y,N,N,N,N,39.114548,-75.5366204,88,Other,0,No,N,,,,,N,POINT (-75.536620400244 39.114547999836),K,Kent,2009
2015 Feb 10 10:45:00 AM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,4,Ice/Frost,4,Dark-Lighted,5,"Sleet, Hail (freezing rain or drizzle)",,,Y,N,N,N,N,38.97481,-75.53108,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.531080000305 38.974810000308),K,Kent,2015
2012 Dec 28 09:11:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.63557,-75.74444,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.744439999805 39.635569999761),N,New Castle,2012
2015 Jun 21 02:45:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.61221,-75.64836,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.648359999585 39.612210000198),N,New Castle,2015
2012 Feb 29 05:23:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.42189,-75.70599,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.705989999994 39.421889999771),N,New Castle,2012
2011 Aug 11 04:32:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.65827,-75.75174,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.75173999996 39.65827000005),N,New Castle,2011
2011 Jun 11 08:40:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.74494,-75.15386,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.15385999956 38.744940000239),S,Sussex,2011
2010 Nov 17 11:33:00 PM,4,Wednesday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.7546,-75.23986,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.239860000385 38.754599999917),S,Sussex,2010
2009 May 03 06:49:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,Y,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.7705903,-75.7310889,,,0,No,N,,,,,N,POINT (-75.731088900286 39.770590299685),N,New Castle,2009
2009 May 28 05:10:00 PM,5,Thursday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7242833,-75.6389163,,,0,No,N,,,,,N,POINT (-75.63891630026 39.724283300228),N,New Castle,2009
2009 Mar 04 09:45:00 PM,4,Wednesday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7387961,-75.5914674,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.591467400141 39.738796100169),N,New Castle,2009
2010 Sep 20 01:02:00 PM,2,Monday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74143,-75.5557,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.555699999736 39.74142999994),N,New Castle,2010
2012 Oct 15 10:33:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,3,Dusk,2,Cloudy,,,Y,N,N,N,N,39.63754,-75.65174,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.651739999774 39.637540000038),N,New Castle,2012
2010 Dec 21 03:02:00 AM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.82261,-75.48695,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.486949999665 39.822609999718),N,New Castle,2010
2014 May 22 06:06:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.66641,-75.60351,8,Following too close,0,No,N,,,,,N,POINT (-75.603510000142 39.666410000299),N,New Castle,2014
2014 Sep 10 12:38:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.63133,-75.65264,8,Following too close,0,No,N,,,,,N,POINT (-75.652640000298 39.631330000084),N,New Castle,2014
