CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
2015 Dec 16 08:20:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.82468,-75.50031,16,Mechanical defects,0,No,N,,,,,N,POINT (-75.500309999692 39.824679999877),N,New Castle,2015
2011 Jan 04 02:41:00 PM,3,Tuesday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.75145,-75.56228,3,Passed Stop Sign,0,No,N,,,,,N,POINT (-75.562280000191 39.751450000154),N,New Castle,2011
2010 Jul 10 04:10:00 PM,7,Saturday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.80781,-75.54976,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.549760000413 39.807810000303),N,New Castle,2010
2012 Nov 26 09:41:00 PM,2,Monday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,3,Dusk,1,Clear,,,Y,N,N,N,N,38.66091,-75.37589,4,Disregard Traffic Signal,0,No,N,,,,,N,POINT (-75.375890000092 38.660910000227),S,Sussex,2012
2015 Dec 10 05:00:00 AM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.60781,-75.76961,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.769609999956 39.607809999912),N,New Castle,2015
2010 Jun 22 06:00:00 PM,3,Tuesday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.56345,-75.54848,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.548479999948 38.563449999987),S,Sussex,2010
2014 Dec 01 01:37:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.71152,-75.40549,12,Driving in a careless or reckless manner,0,No,Y,2,Advance Warning Area,1,Lane Closure,2,POINT (-75.405489999845 38.71151999986),S,Sussex,2014
2015 Jan 20 06:49:00 AM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.83141,-75.62634,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.626340000369 39.831409999998),N,New Castle,2015
2012 Jun 23 08:53:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.73087,-75.66663,99,Unknown,0,No,N,,,,,N,POINT (-75.666629999613 39.730869999709),N,New Castle,2012
2015 Dec 24 04:37:00 PM,5,Thursday,1,Non-Reportable,Y,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.73384,-75.60407,88,Other,0,No,N,,,,,N,POINT (-75.604070000009 39.733839999793),N,New Castle,2015
2011 May 13 04:00:00 PM,6,Friday,1,Non-Reportable,N,N,99,Unknown,N,N,99,Unknown,99,Unknown,99,Unknown,,,Y,N,N,N,N,39.73692,-75.5686,99,Unknown,0,No,N,,,,,N,POINT (-75.568600000354 39.73691999968),N,New Castle,2011
2015 Dec 10 08:15:00 PM,5,Thursday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,3,Dusk,1,Clear,,,Y,Y,N,N,N,39.04192,-75.63112,99,Unknown,0,No,N,,,,,N,POINT (-75.631119999776 39.041919999767),K,Kent,2015
2015 Apr 09 01:13:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.58919,-75.69268,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.692680000196 39.589190000334),N,New Castle,2015
2015 Jun 30 02:32:00 AM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.15741,-75.58009,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.580089999912 39.157409999722),K,Kent,2015
2015 Apr 05 08:58:00 AM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,Y,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,38.59855,-75.3075,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.30749999987 38.598550000178),S,Sussex,2015
2013 Apr 27 03:15:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.13193,-75.52845,8,Following too close,0,No,N,,,,,N,POINT (-75.528449999953 39.131930000122),K,Kent,2013
2015 Mar 12 09:15:00 PM,5,Thursday,1,Non-Reportable,Y,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.80476,-75.58613,14,Improper backing,0,No,N,,,,,N,POINT (-75.586129999693 38.804759999879),S,Sussex,2015
2015 Apr 23 05:18:00 PM,5,Thursday,1,Non-Reportable,Y,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,38.57711,-75.28791,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.287910000092 38.577109999787),S,Sussex,2015
2009 Jun 05 09:46:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,,,4,Rain,Y,N,N,N,N,39.7884149,-75.6950062,,,0,No,N,,,,,N,POINT (-75.6950062002 39.788414899778),N,New Castle,2009
2012 Jan 06 11:05:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.62959,-75.66619,8,Following too close,0,No,N,,,,,N,POINT (-75.666190000296 39.629590000208),N,New Castle,2012
2015 Sep 28 04:40:00 PM,2,Monday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.13731,-75.52594,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.52594000015 39.137310000024),K,Kent,2015
2015 Aug 20 06:40:00 PM,5,Thursday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,2,Cloudy,4,Rain,Y,N,N,N,N,39.5923,-75.77939,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.779389999776 39.592299999867),N,New Castle,2015
2011 Mar 24 11:47:00 AM,5,Thursday,2,Property Damage Only,N,N,2,Front to front,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.71926,-75.57941,8,Following too close,0,No,N,,,,,N,POINT (-75.579410000395 39.719260000165),N,New Castle,2011
2015 Jan 01 04:30:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.92294,-75.5534,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.553399999995 38.922939999657),K,Kent,2015
2010 Dec 02 04:40:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7494,-75.55165,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.551650000075 39.749399999809),N,New Castle,2010
2015 Sep 19 02:00:00 PM,7,Saturday,1,Non-Reportable,Y,N,6,Rear to side,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.72004,-75.55564,99,Unknown,0,No,N,,,,,N,POINT (-75.55564000036 39.720039999823),N,New Castle,2015
2011 Nov 14 11:40:00 PM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,N,N,N,N,N,39.77777,-75.48903,99,Unknown,0,No,N,,,,,N,POINT (-75.489030000196 39.777770000271),N,New Castle,2011
2014 Sep 25 07:05:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.74558,-75.57551,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.575509999623 39.745579999772),N,New Castle,2014
2009 Jan 06 09:18:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.0712296,-75.5532303,,,0,No,N,,,,,N,POINT (-75.553230300153 39.071229600254),K,Kent,2009
2012 Apr 02 09:44:00 PM,2,Monday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.62532,-75.74395,8,Following too close,0,No,N,,,,,N,POINT (-75.743950000259 39.625320000176),N,New Castle,2012
2011 Dec 02 10:45:00 PM,6,Friday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.7252,-75.69416,8,Following too close,0,No,N,,,,,N,POINT (-75.694159999779 39.725200000043),N,New Castle,2011
2015 May 10 02:53:00 AM,7,Saturday,1,Non-Reportable,N,N,99,Unknown,N,N,1,Dry,99,Unknown,1,Clear,,,N,N,N,N,N,38.64422,-75.61231,99,Unknown,0,No,N,,,,,N,POINT (-75.612309999972 38.644220000198),S,Sussex,2015
2010 Dec 01 12:39:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.82918,-75.54017,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.540169999665 39.82918000029),N,New Castle,2010
2015 Apr 13 07:00:00 AM,2,Monday,2,Property Damage Only,N,N,99,Unknown,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.75168,-75.58404,99,Unknown,0,No,N,,,,,N,POINT (-75.584040000014 39.751680000002),N,New Castle,2015
2015 Jun 26 09:27:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.66945,-75.67982,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.679819999761 39.669449999668),N,New Castle,2015
2015 Jun 22 05:04:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.70357,-75.69186,8,Following too close,0,No,N,,,,,N,POINT (-75.691860000038 39.703569999832),N,New Castle,2015
2012 Nov 12 11:56:00 PM,2,Monday,3,Personal Injury Crash,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,38.73504,-75.13847,7,Improper lane change,0,No,N,,,,,N,POINT (-75.138470000129 38.735039999674),S,Sussex,2012
2016 Jan 04 07:54:00 PM,2,Monday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.5857,-75.58405,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.58405000006 38.585699999687),S,Sussex,2016
2015 May 18 11:16:00 AM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.45019,-75.69673,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.696729999857 39.450190000196),N,New Castle,2015
2011 May 12 03:51:00 PM,5,Thursday,1,Non-Reportable,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.52501,-75.65112,88,Other,0,No,N,,,,,N,POINT (-75.651119999633 39.52501000025),N,New Castle,2011
2014 Mar 05 06:39:00 PM,4,Wednesday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.63203,-75.66678,15,Other improper driving,0,No,N,,,,,N,POINT (-75.6667800003 39.632029999921),N,New Castle,2014
2015 Jan 13 09:38:00 PM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,3,Dusk,2,Cloudy,,,Y,N,N,N,N,38.53942,-75.13162,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.131620000236 38.53942000027),S,Sussex,2015
2013 Feb 01 12:17:00 PM,6,Friday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,3,Snow,1,Daylight,6,Snow,,,Y,N,N,N,N,38.9638,-75.48348,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.483479999962 38.963800000162),K,Kent,2013
2012 Jun 12 03:04:00 AM,2,Monday,3,Personal Injury Crash,N,N,88,Other,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.64703,-75.70271,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.702710000262 39.647030000217),N,New Castle,2012
2009 Jan 23 12:54:00 PM,6,Friday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.7935572,-75.468547,,,0,No,N,,,,,N,POINT (-75.468546999567 39.793557200077),N,New Castle,2009
2015 Feb 07 03:27:00 PM,7,Saturday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.12243,-75.53293,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.532929999785 39.12242999987),K,Kent,2015
2015 Apr 15 12:21:00 AM,3,Tuesday,3,Personal Injury Crash,N,Y,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,39.60914,-75.70986,21,Pedestrian,0,No,N,,,,,N,POINT (-75.70985999973 39.609140000186),N,New Castle,2015
2010 Sep 30 04:00:00 AM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,4,Dark-Lighted,4,Rain,,,Y,N,N,N,N,39.61612,-75.64241,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.642410000215 39.616119999888),N,New Castle,2010
2012 Jun 27 04:32:00 PM,4,Wednesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.74215,-75.5508,6,Improper passing,1,"Yes, Directly Involved",N,,,,,N,POINT (-75.55079999978 39.74214999972),N,New Castle,2012
2012 Aug 12 07:30:00 PM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.08209,-75.45823,7,Improper lane change,0,No,N,,,,,N,POINT (-75.458230000344 39.082089999959),K,Kent,2012
2012 Mar 24 03:30:00 PM,7,Saturday,3,Personal Injury Crash,N,N,4,"Sideswipe, same direction",N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.79154,-75.52382,99,Unknown,0,No,N,,,,,N,POINT (-75.523820000334 39.791540000317),N,New Castle,2012
2012 Mar 16 10:00:00 PM,6,Friday,1,Non-Reportable,Y,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.78809,-75.54594,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.545940000007 39.788090000082),N,New Castle,2012
2015 Jun 29 04:12:00 PM,2,Monday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.64829,-75.6311,99,Unknown,0,No,N,,,,,N,POINT (-75.631099999684 39.64828999989),N,New Castle,2015
2015 Jan 26 05:24:00 AM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,6,Snow,,,Y,N,N,N,N,39.76993,-75.54361,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.543610000129 39.769929999735),N,New Castle,2015
2015 Aug 07 03:40:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,1,Clear,,,Y,N,N,N,N,38.72537,-75.5503,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.550300000188 38.7253699999),S,Sussex,2015
2010 Jun 04 04:30:00 PM,6,Friday,1,Non-Reportable,Y,N,1,Front to rear,N,Y,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.56176,-75.74544,10,Driving under the influence,0,No,N,,,,,N,POINT (-75.745439999888 39.561760000344),N,New Castle,2010
2009 Sep 09 07:10:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.1611385,-75.5135045,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.513504500399 39.161138499948),K,Kent,2009
2015 Feb 15 06:18:00 PM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,4,Ice/Frost,1,Daylight,6,Snow,9,"Blowing Sand, Soil, Dirt",Y,N,N,N,N,39.11647,-75.54176,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.541759999751 39.116470000131),K,Kent,2015
2015 Jan 27 12:20:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,Y,1,Dry,2,Dawn,1,Clear,,,Y,N,N,N,N,38.86842,-75.37566,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.375659999938 38.868419999742),S,Sussex,2015
2015 Dec 08 11:37:00 AM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,2,Dawn,1,Clear,,,Y,N,N,N,N,39.68422,-75.71872,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.718719999834 39.68421999985),N,New Castle,2015
2011 May 17 10:42:00 PM,3,Tuesday,1,Non-Reportable,Y,N,7,Rear to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.5004,-75.64909,99,Unknown,0,No,N,,,,,N,POINT (-75.649090000229 39.500399999822),N,New Castle,2011
2015 Dec 01 04:37:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,3,Angle,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.71898,-75.65346,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.653459999557 39.718979999713),N,New Castle,2015
2014 Mar 16 06:39:00 PM,1,Sunday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.60303,-75.74432,3,Passed Stop Sign,0,No,N,,,,,N,POINT (-75.744320000155 39.603029999968),N,New Castle,2014
2015 Jul 07 08:48:00 PM,3,Tuesday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.68279,-75.69983,6,Improper passing,0,No,N,,,,,N,POINT (-75.699829999664 39.682789999884),N,New Castle,2015
2014 Jan 26 01:11:00 PM,1,Sunday,1,Non-Reportable,Y,N,99,Unknown,N,N,4,Ice/Frost,1,Daylight,1,Clear,,,Y,N,N,N,N,39.69976,-75.55185,99,Unknown,0,No,N,,,,,N,POINT (-75.551850000092 39.699759999715),N,New Castle,2014
2015 Dec 26 05:07:00 AM,7,Saturday,2,Property Damage Only,N,N,2,Front to front,N,N,2,Wet,4,Dark-Lighted,3,"Fog, Smog, Smoke",,,Y,N,N,N,N,39.68061,-75.69637,19,"Other environmental circumstances - weather, glare",0,No,N,,,,,N,POINT (-75.696370000007 39.680610000098),N,New Castle,2015
2012 May 04 11:35:00 AM,6,Friday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,38.67774,-75.24627,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.246270000061 38.677739999802),S,Sussex,2012
2010 Oct 01 01:47:00 AM,5,Thursday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,39.64382,-75.65037,88,Other,0,No,N,,,,,N,POINT (-75.650369999796 39.643819999926),N,New Castle,2010
2015 Aug 05 03:35:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.20026,-75.55556,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.555559999994 39.200260000316),K,Kent,2015
2012 Apr 30 10:28:00 AM,2,Monday,1,Non-Reportable,N,N,,,N,N,,,,,,,,,Y,N,N,N,N,39.36007,-75.71611,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.716109999573 39.360069999881),N,New Castle,2012
2011 Jan 27 12:11:00 AM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,3,Snow,4,Dark-Lighted,6,Snow,7,Blowing Snow,Y,N,N,N,N,39.78985,-75.47267,15,Other improper driving,0,No,N,,,,,N,POINT (-75.472669999921 39.789849999862),N,New Castle,2011
2009 Jan 17 06:00:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.1611207,-75.5282686,,,0,No,N,,,,,N,POINT (-75.528268599554 39.161120700136),K,Kent,2009
2010 Oct 27 09:11:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,4,Dark-Lighted,2,Cloudy,,,Y,N,N,N,N,39.74388,-75.56732,8,Following too close,0,No,N,,,,,N,POINT (-75.567319999889 39.743879999779),N,New Castle,2010
2012 May 05 08:19:00 PM,7,Saturday,1,Non-Reportable,N,N,99,Unknown,N,N,1,Dry,1,Daylight,2,Cloudy,,,N,N,N,N,N,39.21637,-75.57217,99,Unknown,0,No,N,,,,,N,POINT (-75.572169999616 39.216369999846),K,Kent,2012
2015 Nov 19 03:51:00 PM,5,Thursday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.30485,-75.60919,88,Other,0,No,N,,,,,N,POINT (-75.609190000073 39.304850000077),K,Kent,2015
2011 Feb 02 01:00:00 AM,3,Tuesday,1,Non-Reportable,Y,N,3,Angle,N,N,2,Wet,4,Dark-Lighted,3,"Fog, Smog, Smoke",,,Y,N,N,N,N,39.16938,-75.54675,99,Unknown,0,No,N,,,,,N,POINT (-75.546750000119 39.169380000172),K,Kent,2011
2015 Oct 18 08:45:00 PM,1,Sunday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.64124,-75.62706,7,Improper lane change,0,No,N,,,,,N,POINT (-75.627060000069 39.641239999674),N,New Castle,2015
2012 Apr 18 12:11:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.02395,-75.56384,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.56384000014 39.023949999739),K,Kent,2012
2009 Nov 14 11:39:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,4,Rain,,,Y,N,N,N,N,39.6703947,-75.6737422,,,0,No,N,,,,,N,POINT (-75.673742199771 39.670394699919),N,New Castle,2009
2012 Nov 13 11:37:00 PM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,2,Cloudy,,,Y,N,N,N,N,38.72494,-75.20728,17,Animal in Roadway - Deer,0,No,N,,,,,N,POINT (-75.207279999576 38.724939999757),S,Sussex,2012
2012 Apr 12 04:32:00 PM,5,Thursday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,,,Y,N,N,N,N,39.64523,-75.76473,88,Other,0,No,N,,,,,N,POINT (-75.764730000091 39.645229999885),N,New Castle,2012
2009 Jan 09 03:20:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.8236067,-75.5017764,,,0,No,N,,,,,N,POINT (-75.50177639968 39.823606699926),N,New Castle,2009
2015 Dec 05 01:39:00 AM,6,Friday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,N,N,N,N,39.68499,-75.68638,2,Failed to yield right of way,0,No,N,,,,,N,POINT (-75.686380000124 39.68498999969),N,New Castle,2015
2014 Jul 17 06:23:00 AM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,,,Y,Y,N,N,N,39.60296,-75.69004,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.690039999798 39.602960000315),N,New Castle,2014
2013 Mar 01 07:51:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,1,Clear,Y,N,N,N,N,39.62385,-75.68113,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.681130000363 39.623850000194),N,New Castle,2013
2010 Sep 17 07:21:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.65822,-75.74841,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.748409999999 39.6582200001),N,New Castle,2010
2015 Aug 19 01:17:00 AM,3,Tuesday,3,Personal Injury Crash,N,Y,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,,,Y,N,N,N,N,39.15903,-75.55747,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.557469999748 39.159029999998),K,Kent,2015
2011 Jun 22 07:39:00 PM,4,Wednesday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,,,Y,N,N,N,N,39.00436,-75.62227,12,Driving in a careless or reckless manner,0,No,N,,,,,N,POINT (-75.622269999718 39.004359999906),K,Kent,2011
2011 Mar 23 06:20:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,2,Wet,1,Daylight,4,Rain,,,Y,N,N,N,N,39.47762,-75.7031,11,"Driver inattention, distraction, or fatigue",0,No,N,,,,,N,POINT (-75.703100000249 39.477620000205),N,New Castle,2011
