Document Nbr,Crash Date,Crash Year,Crash Military Time,Crash Severity,K_People,A_People,B_People,C_People,Collision Type,Weather Condition,Light Condition,Roadway Surface Condition,Roadway Alignment,Roadway Description,Intersection Type,RTE Name,SYSTEM,Node,RNS MP,x,y,Physical Juris Name,Pedestrian?,Bike?,Alcohol?,Speed?,Hitrun?,Motorcycle?,Night?,Distracted?,Drowsy?,Drug Related?,Young?,Senior?,Unrestrained?,School Zone,Work Zone Related,Traffic Control Type,Traffic Control Status,Functional Class,Area Type,Facility Type,Ownership,First Harmful Event,First Harmful Event Loc,Persons Injured,Pedestrians Killed,Pedestrians Injured,_source_state,_co_system_code,_co_agency_id,_co_rd_number,_co_location1,_co_location2,_co_city,_source_file
2592602,8/20/2025,2025,1630,O,0,0,0,0,Fixed Object - Off Road,Clear,Daylight,Dry,Downhill,Intersection Related,Intersection,S CHAMBERS RD,NonVDOT secondary,E BELFORD AVE & S CHAMBERS RD,,-108.08768,39.55041,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Curb,Ran off right side,0,,,colorado,City Street,PPD,1038,S CHAMBERS RD,E BELFORD AVE,PARKER,crashlens_u5p9stw5.csv
2440235,8/20/2025,2025,1705,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,Driveway Access Related,Driveway,HWY 86,Primary,,7.551,-104.74108,39.38854,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,CSP,086A,HWY 86,MM 7.551,,crashlens_u5p9stw5.csv
2588505,8/20/2025,2025,1818,C,0,0,0,2,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,S PARKER RD,Primary,,66.831,-104.8139,39.61344,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,2,,,colorado,State Highway,CSP,083A,S PARKER RD,S CHAMBERS,,crashlens_u5p9stw5.csv
2441172,8/20/2025,2025,2148,O,0,0,0,0,Other Animal,Clear,Dark – Unlighted,Dry,Downhill,At Intersection,Intersection,LAKE GULCH RD,NonVDOT secondary,HAYSTACK RD & LAKE GULCH RD,,-104.83595,39.35272,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,County Road,DSO,4700,LAKE GULCH RD,HAYSTACK RD,,crashlens_u5p9stw5.csv
2592625,8/20/2025,2025,2330,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,HOP CLOVER AVE,NonVDOT secondary,17038 BLK E & HOP CLOVER AVE,,-104.79197,39.45732,DOUGLAS,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,,,,,,,Light Pole/Utility Pole,Ran off right side,0,,,colorado,City Street,PPD,1038,HOP CLOVER AVE,17038 BLK E,PARKER,crashlens_u5p9stw5.csv
2590846,8/21/2025,2025,0745,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,HIGH NOTE AVE,NonVDOT secondary,HIGH NOTE AVE & S HAVANA ST,,-104.86179,39.521,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,LNTRPD,0817,HIGH NOTE AVE,S HAVANA ST,LONE TREE,crashlens_u5p9stw5.csv
2592633,8/21/2025,2025,0807,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,HESS RD & S PARKER RD,57.862,-104.76012,39.4931,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,HESS RD,PARKER,crashlens_u5p9stw5.csv
2589603,8/21/2025,2025,0828,B,0,0,1,1,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,HWY 85,Primary,HWY 85 & W HAPPY CANYON RD,187.139,-104.90373,39.42651,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,2,,,colorado,State Highway,CSP,085B,HWY 85,W HAPPY CANYON RD,,crashlens_u5p9stw5.csv
2592628,8/21/2025,2025,1012,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Curve Right,At Intersection,Intersection,S PARKER RD,Primary,E MAINSTREET & S PARKER RD,59.776,-104.76509,39.51887,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,E MAINSTREET,PARKER,crashlens_u5p9stw5.csv
2441943,8/21/2025,2025,1526,O,0,0,0,0,Angle,Clear,Daylight,Dry,Curve Left,At Intersection,Intersection,CEDAR BROOK LN,NonVDOT secondary,CEDAR BROOK LN & CRAFTSBURY DR,,-104.94507,39.52099,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Side to Side-Opposite Direction,On Roadway,0,,,colorado,County Road,DSO,4700,CEDAR BROOK LN,CRAFTSBURY DR,,crashlens_u5p9stw5.csv
2589681,8/21/2025,2025,1550,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,TRAIL BOSS DR,Primary,FOUNDERS PKWY & TRAIL BOSS DR,100.652,-104.85918,39.40785,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,State Highway,CRPD,086B,TRAIL BOSS DR,FOUNDERS PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
2597197,8/21/2025,2025,1611,O,0,0,0,0,Angle,Clear,Daylight,Dry,Uphill,At Intersection,Intersection,TRAIL BOSS DR,NonVDOT secondary,SAM WALTON LN & TRAIL BOSS DR,,-104.85901,39.40521,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,TRAIL BOSS DR,SAM WALTON LN,CASTLE ROCK,crashlens_u5p9stw5.csv
2440860,8/21/2025,2025,1706,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Uphill,At Intersection,Intersection,MEADOWS PKWY,Primary,FACTORY SHOPS BLVD & MEADOWS PKWY,184.910,-104.87199,39.41064,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CRPD,085B,MEADOWS PKWY,FACTORY SHOPS BLVD,CASTLE ROCK,crashlens_u5p9stw5.csv
2441993,8/21/2025,2025,1721,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,E COUNTY LINE RD,NonVDOT secondary,E COUNTY LINE RD & S COLORADO BLVD,,-104.94273,39.56603,DOUGLAS,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,E COUNTY LINE RD,S COLORADO BLVD,,crashlens_u5p9stw5.csv
2441955,8/21/2025,2025,2035,O,0,0,0,0,Rear End,Clear,Dark – Unlighted,Dry,Straight/Level,At Intersection,Intersection,FOOTHILLS CANYON BLVD,NonVDOT secondary,FOOTHILLS CANYON BLVD & W WILDCAT RESERVE PKWY,,-105.01396,39.53449,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,FOOTHILLS CANYON BLVD,W WILDCAT RESERVE PKWY,,crashlens_u5p9stw5.csv
2441988,8/21/2025,2025,2039,O,0,0,0,0,Sideswipe - Same Direction,Clear,Dark – Lighted,Dry,Straight/Level,Non-Intersection,Non-Intersection,S UNIVERSITY BLVD,NonVDOT secondary,,,-104.93542,39.5427,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,E WILDCAT RESERVE PKWY,,crashlens_u5p9stw5.csv
2440861,8/22/2025,2025,0924,C,0,0,0,1,Rear End,Clear,Daylight,Dry,Uphill,At Intersection,Intersection,PLUM CREEK BLVD,NonVDOT secondary,E PLUM CREEK PKWY & PLUM CREEK BLVD,,-104.85693,39.36271,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,City Street,CRPD,0185,PLUM CREEK BLVD,E PLUM CREEK PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
2593067,8/22/2025,2025,0943,O,0,0,0,0,Angle,Clear,Daylight,Dry,Curve Left,At Intersection,Intersection,CHAMBERS RD,NonVDOT secondary,CHAMBERS RD & HEIRLOOM PKWY,,-104.8143,39.50606,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Front,On Roadway,0,,,colorado,City Street,PPD,1038,CHAMBERS RD,HEIRLOOM PKWY,PARKER,crashlens_u5p9stw5.csv
2441141,8/22/2025,2025,1138,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,MCARTHUR RANCH RD,NonVDOT secondary,MCARTHUR RANCH RD & WAGON BOX CIR,,-104.93088,39.52197,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,MCARTHUR RANCH RD,WAGON BOX CIR,,crashlens_u5p9stw5.csv
2591122,8/22/2025,2025,1214,O,0,0,0,0,Fixed Object - Off Road,Clear,Daylight,Dry,"Curve Left, Hill Crest",Non-Intersection,Non-Intersection,HILLTOP RD,NonVDOT secondary,,,-104.6684,39.43593,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Fence,Ran off right side,0,,,colorado,County Road,DSO,4700,HILLTOP RD,FREDDYS TRL,,crashlens_u5p9stw5.csv
2589519,8/22/2025,2025,1300,C,0,0,0,1,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,21.966,-104.94418,39.56159,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,CSP,470A,C-470,MM 21.966,,crashlens_u5p9stw5.csv
2593054,8/22/2025,2025,1529,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Uphill,Driveway Access Related,Driveway,S PARKER RD,NonVDOT secondary,,,-104.77403,39.5439,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Collision,On Roadway,0,,,colorado,City Street,PPD,1038,S PARKER RD,PINE LN,PARKER,crashlens_u5p9stw5.csv
2597889,8/22/2025,2025,1535,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S CHAMBERS RD,Primary,E-470 EB ON RAMP & S CHAMBERS RD,3.502,-104.80818,39.55217,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,470B,S CHAMBERS RD,E-470 EB ON RAMP,PARKER,crashlens_u5p9stw5.csv
2441188,8/22/2025,2025,1610,B,0,0,1,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S UNIVERSITY BLVD,NonVDOT secondary,E HIGHLANDS RANCH PKWY & S UNIVERSITY BLVD,,-104.94467,39.54497,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,County Road,DSO,4700,S UNIVERSITY BLVD,E HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv
2589954,8/22/2025,2025,1745,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,E COUNTY LINE RD,NonVDOT secondary,,,-104.90441,39.56591,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,E COUNTY LINE RD,S QUEBEC ST,,crashlens_u5p9stw5.csv
2590835,8/22/2025,2025,1944,A,0,1,0,0,Angle,Rain,Dawn or Dusk,Wet,Straight/Level,At Intersection,Intersection,MEADOWS BLVD,NonVDOT secondary,LOW MEADOW BLVD & MEADOWS BLVD,,-104.89162,39.396,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,City Street,CRPD,0185,MEADOWS BLVD,LOW MEADOW BLVD,CASTLE ROCK,crashlens_u5p9stw5.csv
2593057,8/22/2025,2025,2150,B,0,0,1,0,Rear End,Clear,,Dry,Straight/Level,Intersection Related,Intersection,BAYOU GULCH RD,NonVDOT secondary,BAYOU GULCH RD & CROWFOOT VALLEY RD,,-104.78678,39.46554,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,City Street,PPD,1038,BAYOU GULCH RD,CROWFOOT VALLEY RD,PARKER,crashlens_u5p9stw5.csv
2603988,8/23/2025,2025,1552,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Ramp,Ramp,HIGHWAY 470,Primary,,24?,-104.90051,39.56374,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,State Highway,CSP,470?,HIGHWAY 470,,,crashlens_u5p9stw5.csv
2590059,8/23/2025,2025,1615,C,0,0,0,1,Rear End,Cloudy,Daylight,Dry,"Curve Left, Hill Crest",Non-Intersection,Non-Intersection,C-470,Primary,,19.856,-104.98282,39.56554,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,State Highway,CSP,470A,C-470,MM 19.856,,crashlens_u5p9stw5.csv
2592643,8/23/2025,2025,1615,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Straight/Level,Intersection Related,Intersection,S TWENTY MILE RD,Primary,S PARKER RD & S TWENTY MILE RD,59.187,-104.76372,39.51025,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S TWENTY MILE RD,S PARKER RD,PARKER,crashlens_u5p9stw5.csv
2590289,8/23/2025,2025,1635,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,VENNEFORD RANCH RD,NonVDOT secondary,MALLARD WAY & VENNEFORD RANCH RD,,-104.94348,39.55634,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,VENNEFORD RANCH RD,MALLARD WAY,,crashlens_u5p9stw5.csv
2589168,8/23/2025,2025,1701,B,0,0,1,0,Angle,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,N DANIELS PARK RD,NonVDOT secondary,,,-104.92212,39.47674,DOUGLAS,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,,,,,,,Front to Side,On Roadway,1,,,colorado,County Road,DSO,4700,N DANIELS PARK RD,CASTLE PINES PKWY,,crashlens_u5p9stw5.csv
2613480,8/23/2025,2025,1801,O,0,0,0,0,Head On,Clear,Daylight,Dry,Straight/Level,Driveway Access Related,Driveway,BLUEGRASS CIR,NonVDOT secondary,,,-104.80205,39.55979,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Front,Ran off right side,0,,,colorado,County Road,DSO,4700,BLUEGRASS CIR,WILDRYE CIR,,crashlens_u5p9stw5.csv
2590661,8/23/2025,2025,1841,C,0,0,0,1,Fixed Object - Off Road,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,C-470,Primary,,21.580,-104.95091,39.56348,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Cable Rail,Center median/ Island,1,,,colorado,State Highway,CSP,470A,C-470,MM 21.58,,crashlens_u5p9stw5.csv
2441650,8/23/2025,2025,2016,O,0,0,0,0,Fixed Object - Off Road,Clear,Dark – Unlighted,Dry,Curve Right,Non-Intersection,Non-Intersection,RAINTREE DR,NonVDOT secondary,,,-104.79761,39.44193,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Mailbox,Ran off right side,0,,,colorado,County Road,DSO,4700,RAINTREE DR,CRESCENT MOON PL,,crashlens_u5p9stw5.csv
2589788,8/24/2025,2025,0413,O,0,0,0,0,Other,Clear,Dark – Lighted,Dry,Curve Right,Non-Intersection,Non-Intersection,C-470,Primary,,22.000,-104.94333,39.56181,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Other Non-Fixed Object (Describe in Narrative),On Roadway,0,,,colorado,State Highway,CSP,470A,C-470,MM 22,,crashlens_u5p9stw5.csv
2441371,8/24/2025,2025,0848,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,SCOTT BLVD,NonVDOT secondary,,,-104.85291,39.38962,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,CRPD,0185,SCOTT BLVD,PRAIRIE LN,CASTLE ROCK,crashlens_u5p9stw5.csv
2442005,8/24/2025,2025,1026,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,GRACE BLVD,NonVDOT secondary,E WILDCAT RESERVE PKWY & GRACE BLVD,,-104.93658,39.53792,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,County Road,DSO,4700,GRACE BLVD,E WILDCAT RESERVE PKWY,,crashlens_u5p9stw5.csv
2594490,8/24/2025,2025,1139,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S PARKER RD,Primary,S CROWN CREST BLVD & S PARKER RD,61.600,-104.77485,39.54972,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,PPD,083A,S PARKER RD,S CROWN CREST BLVD,PARKER,crashlens_u5p9stw5.csv
2589091,8/24/2025,2025,1410,B,0,0,1,0,Bicyclist,Clear,Daylight,Dry,Uphill,At Intersection,Intersection,WILDCAT RESERVE PKWY,NonVDOT secondary,W GRAYFEATHER WAY & WILDCAT RESERVE PKWY,,-104.98951,39.52768,DOUGLAS,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Bicycle/Motorized Bicycle,On Roadway,1,,,colorado,County Road,DSO,4700,WILDCAT RESERVE PKWY,W GRAYFEATHER WAY,,crashlens_u5p9stw5.csv
2441411,8/24/2025,2025,1418,B,0,0,1,0,Fixed Object - Off Road,Clear,Daylight,Dry,Curve Left,Non-Intersection,Non-Intersection,WATERTON RD,NonVDOT secondary,,,-105.05458,39.48275,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,Embankment,Ran off left side,1,,,colorado,County Road,DSO,4700,WATERTON RD,ROXBOROUGH PARK RD,,crashlens_u5p9stw5.csv
2441971,8/24/2025,2025,1654,B,0,0,2,1,Fixed Object - Off Road,Rain,Daylight,Wet,"Curve Left, Uphill",Non-Intersection,Non-Intersection,LAKE GULCH RD,NonVDOT secondary,,,-104.77602,39.29009,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Embankment,Ran off right side,3,,,colorado,County Road,DSO,4700,LAKE GULCH RD,S CASTLEWOOD CANYON RD,,crashlens_u5p9stw5.csv
2441175,8/24/2025,2025,1703,O,0,0,0,0,Sideswipe - Same Direction,Rain,Daylight,Wet,Uphill,Non-Intersection,Non-Intersection,CROWFOOT VALLEY RD,NonVDOT secondary,,,-104.84463,39.41072,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,City Street,CRPD,0185,CROWFOOT VALLEY RD,FOUNDERS PKWY,CASTLE ROCK,crashlens_u5p9stw5.csv
2590276,8/24/2025,2025,1717,C,0,0,0,1,Angle,Cloudy,Daylight,Dry,Straight/Level,At Intersection,Intersection,S BROADWAY,NonVDOT secondary,E COUNTY LINE RD & S BROADWAY,,-104.98854,39.56612,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Front,On Roadway,1,,,colorado,County Road,DSO,4700,S BROADWAY,E COUNTY LINE RD,,crashlens_u5p9stw5.csv
2591224,8/24/2025,2025,2036,O,0,0,0,0,Angle,Clear,Dark – Lighted,Dry,Straight/Level,At Intersection,Intersection,MCARTHUR RANCH RD,NonVDOT secondary,E WILDCAT RESERVE PKWY & MCARTHUR RANCH RD,,-104.94105,39.52748,DOUGLAS,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,MCARTHUR RANCH RD,E WILDCAT RESERVE PKWY,,crashlens_u5p9stw5.csv
2589085,8/25/2025,2025,0830,O,0,0,0,0,Sideswipe - Same Direction,Clear,Daylight,Dry,Straight/Level,Intersection Related,Intersection,HWY 85,Primary,BLAKELAND DR & HWY 85,200.101,-105.03601,39.561,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Side to Side-Same Direction,On Roadway,0,,,colorado,State Highway,CSP,085B,HWY 85,BLAKELAND DR,,crashlens_u5p9stw5.csv
2590590,8/25/2025,2025,1220,O,0,0,0,0,Rear End,Clear,Daylight,Dry,Straight/Level,Ramp-related,Ramp,S QUEBEC ST,Primary,,24.144,-104.90427,39.56134,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,470A,S QUEBEC ST,C-470 EB ON RAMP SLIP,LONE TREE,crashlens_u5p9stw5.csv
2591825,8/25/2025,2025,1220,C,0,0,0,1,Rear End,Clear,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,RIDGEGATE PKWY,NonVDOT secondary,,,-104.85525,39.52307,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,Front to Rear,On Roadway,1,,,colorado,City Street,LNTRPD,0817,RIDGEGATE PKWY,RHAPSODY RD,LONE TREE,crashlens_u5p9stw5.csv
2588575,8/25/2025,2025,1500,O,0,0,0,0,Rear End,Cloudy,Daylight,Dry,Straight/Level,Intersection Related,Intersection,HWY 85,Primary,HWY 85 & W HIGHLANDS RANCH PKWY,198.534,-105.02101,39.32161,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,Front to Rear,On Roadway,0,,,colorado,State Highway,CSP,085B,HWY 85,W HIGHLANDS RANCH PKWY,,crashlens_u5p9stw5.csv
2590217,8/25/2025,2025,1625,O,0,0,0,0,Angle,Rain,Daylight,Wet,Uphill,At Intersection,Intersection,W HIGHLANDS RANCH PKWY,NonVDOT secondary,RIDGELINE BLVD & W HIGHLANDS RANCH PKWY,,-104.99615,39.54927,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,County Road,DSO,4700,W HIGHLANDS RANCH PKWY,RIDGELINE BLVD,,crashlens_u5p9stw5.csv
2441353,8/25/2025,2025,1639,B,0,0,1,2,Head On,Clear,Daylight,Dry,"Curve Left, Uphill",Non-Intersection,Non-Intersection,W WOLFENSBERGER RD,NonVDOT secondary,,,-104.91714,39.36259,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,,,,Front to Side,On Roadway,3,,,colorado,County Road,DSO,4700,W WOLFENSBERGER RD,FAVER DR,,crashlens_u5p9stw5.csv
2590215,8/25/2025,2025,1726,B,0,0,2,0,Other,Cloudy,Daylight,Dry,Straight/Level,Non-Intersection,Non-Intersection,CROWFOOT VALLEY RD,NonVDOT secondary,,,-104.83315,39.41988,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Other Non-Fixed Object (Describe in Narrative),Ran off right side,2,,,colorado,County Road,DSO,4700,CROWFOOT VALLEY RD,MACANTA BLVD,,crashlens_u5p9stw5.csv
2592196,8/25/2025,2025,1806,C,0,0,0,2,Angle,Cloudy,Daylight,Dry,Straight/Level,At Intersection,Intersection,YOSEMITE ST,NonVDOT secondary,PARK MEADOWS DR & YOSEMITE ST,,-104.88331,39.55586,DOUGLAS,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,2,,,colorado,City Street,LNTRPD,0817,YOSEMITE ST,PARK MEADOWS DR,LONE TREE,crashlens_u5p9stw5.csv
2589875,8/25/2025,2025,2016,O,0,0,0,0,Sideswipe - Opposite Direction,Rain,Dark – Unlighted,Wet,Straight/Level,At Intersection,Intersection,FOUNDERS PKWY,Primary,FOUNDERS PKWY & WOODLANDS BLVD,101.031,-104.85297,39.40684,DOUGLAS,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,Front to Side,Vehicle crossed center median into opposing lanes,0,,,colorado,State Highway,CRPD,086B,FOUNDERS PKWY,WOODLANDS BLVD,CASTLE ROCK,crashlens_u5p9stw5.csv
2594358,8/26/2025,2025,0659,O,0,0,0,0,Other Animal,Clear,Daylight,Wet,"Curve Left, Downhill",Non-Intersection,Non-Intersection,E TALLMAN DR,NonVDOT secondary,,,-104.74417,39.50541,DOUGLAS,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,,,,,,Wild Animal,On Roadway,0,,,colorado,City Street,PPD,1038,E TALLMAN DR,S RIDGEVIEW CT,PARKER,crashlens_u5p9stw5.csv
2441332,8/26/2025,2025,0744,C,0,0,0,1,Rear End,Clear,Daylight,Dry,"Curve Right, Downhill",Non-Intersection,Non-Intersection,WATERTON RD,NonVDOT secondary,,,-105.09144,39.4869,DOUGLAS,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,Front to Rear,On Roadway,1,,,colorado,County Road,DSO,4700,WATERTON RD,DANTE DR,,crashlens_u5p9stw5.csv
2594510,8/26/2025,2025,1044,O,0,0,0,0,Angle,Clear,Daylight,Dry,Straight/Level,At Intersection,Intersection,S MOTSENBOCKER RD,NonVDOT secondary,E FRENCH CREEK AVE & S MOTSENBOCKER RD,,-104.77568,39.48775,DOUGLAS,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,,,,Front to Side,On Roadway,0,,,colorado,City Street,PPD,1038,S MOTSENBOCKER RD,E FRENCH CREEK AVE,PARKER,crashlens_u5p9stw5.csv
