CRASH DATETIME,DAY OF WEEK CODE,DAY OF WEEK DESCRIPTION,CRASH CLASSIFICATION CODE,CRASH CLASSIFICATION DESCRIPTION,COLLISION ON PRIVATE PROPERTY,PEDESTRIAN INVOLVED,MANNER OF IMPACT CODE,MANNER OF IMPACT DESCRIPTION,ALCOHOL INVOLVED,DRUG INVOLVED,ROAD SURFACE CODE,ROAD SURFACE DESCRIPTION,LIGHTING CONDITION CODE,LIGHTING CONDITION DESCRIPTION,WEATHER 1 CODE,WEATHER 1 DESCRIPTION,WEATHER 2 CODE,WEATHER 2 DESCRIPTION,SEATBELT USED,MOTORCYCLE INVOLVED,MOTORCYCLE HELMET USED,BICYCLED INVOLVED,BICYCLE HELMET USED,LATITUDE,LONGITUDE,PRIMARY CONTRIBUTING CIRCUMSTANCE CODE,PRIMARY CONTRIBUTING CIRCUMSTANCE DESCRIPTION,SCHOOL BUS INVOLVED CODE,SCHOOL BUS INVOLVED DESCRIPTION,WORK ZONE,WORK ZONE LOCATION CODE,WORK ZONE LOCATION DESCRIPTION,WORK ZONE TYPE CODE,WORK ZONE TYPE DESCRIPTION,WORKERS PRESENT,the_geom,COUNTY CODE,COUNTY NAME,YEAR
2015 May 15 07:30:00 PM,6,Friday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,Y,Y,39.67689,-75.76321,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.763210000325 39.676890000253),N,New Castle,"2,015"
2014 Dec 24 02:20:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,4,Dark-Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,39.68696,-75.64633,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.64633000018 39.686959999888),N,New Castle,"2,014"
2012 Oct 16 02:41:00 PM,3,Tuesday,1,Non-Reportable,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.82851,-75.52441,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.524410000338 39.828510000086),N,New Castle,"2,012"
2013 Mar 06 11:38:00 AM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,2,Wet,3,Dusk,4,Rain,NA,NA,Y,N,N,N,N,39.73337,-75.63933,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.639329999601 39.733369999987),N,New Castle,"2,013"
2015 Feb 21 06:29:00 PM,7,Saturday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.45127,-75.18564,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.185640000302 38.451269999921),S,Sussex,"2,015"
2009 Apr 01 12:58:00 PM,4,Wednesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,99,Unknown,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.7546451,-75.5693155,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.569315500393 39.754645099815),N,New Castle,"2,009"
2009 Jul 07 05:00:00 PM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.7115817,-75.1000473,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.100047300119 38.711581699701),S,Sussex,"2,009"
2012 Oct 04 07:10:00 PM,5,Thursday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.79768,-75.54739,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.547390000352 39.797679999726),N,New Castle,"2,012"
2012 Apr 13 06:21:00 PM,6,Friday,1,Non-Reportable,N,N,99,Unknown,N,N,1,Dry,99,Unknown,1,Clear,NA,NA,N,N,N,N,N,39.67741,-75.74554,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.745540000346 39.677409999758),N,New Castle,"2,012"
2014 Oct 29 08:19:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.69011,-75.58137,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.581370000377 39.690109999741),N,New Castle,"2,014"
2013 Jul 06 05:35:00 AM,7,Saturday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.99871,-75.63775,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.63774999956 38.998709999768),K,Kent,"2,013"
2013 Jun 26 10:37:00 PM,4,Wednesday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.67538,-75.62843,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.628430000047 39.675379999696),N,New Castle,"2,013"
2015 Sep 02 08:43:00 PM,4,Wednesday,1,Non-Reportable,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.14997,-75.50398,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.50398000031 39.149970000134),K,Kent,"2,015"
2014 Oct 01 11:05:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.65974,-75.61078,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.61078000016 39.659740000257),N,New Castle,"2,014"
2015 Aug 23 05:25:00 AM,1,Sunday,1,Non-Reportable,Y,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,N,N,N,N,N,39.66688,-75.67032,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.670320000323 39.666879999958),N,New Castle,"2,015"
2015 Jun 13 02:03:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.68053,-75.39447,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.394469999742 38.680529999705),S,Sussex,"2,015"
2012 May 31 12:29:00 PM,5,Thursday,1,Non-Reportable,N,N,6,Rear to side,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.0717,-75.56848,14,Improper backing,0,No,N,NA,NA,NA,NA,N,POINT (-75.568479999805 39.071699999958),K,Kent,"2,012"
2013 Dec 12 12:30:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,2,Dawn,1,Clear,NA,NA,Y,N,N,N,N,38.69718,-75.27518,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.275180000251 38.697179999727),S,Sussex,"2,013"
2014 Mar 11 12:43:00 PM,3,Tuesday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6899,-75.58094,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.580940000207 39.689900000121),N,New Castle,"2,014"
2009 Feb 03 11:45:00 AM,3,Tuesday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,5,"Sleet, Hail (freezing rain or drizzle)",NA,NA,Y,N,N,N,N,39.8135494,-75.442391,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.442390999577 39.813549399985),N,New Castle,"2,009"
2015 Aug 04 09:26:00 PM,3,Tuesday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6596,-75.65576,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.655760000197 39.659600000102),N,New Castle,"2,015"
2014 May 14 07:10:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.67367,-75.65815,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.658150000349 39.673670000198),N,New Castle,"2,014"
2009 Jul 27 08:55:00 PM,2,Monday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.7483846,-75.5278483,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.527848300291 39.748384599985),N,New Castle,"2,009"
2015 Feb 18 09:34:00 PM,4,Wednesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.67481,-75.67859,2,Failed to yield right of way,1,"Yes, Directly Involved",N,NA,NA,NA,NA,N,POINT (-75.678590000423 39.674809999727),N,New Castle,"2,015"
2010 Jun 06 06:52:00 PM,1,Sunday,1,Non-Reportable,N,N,88,Other,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.77773,-75.48906,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.489060000333 39.777730000107),N,New Castle,"2,010"
2015 Nov 26 06:08:00 PM,5,Thursday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.91215,-75.42404,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.424040000256 38.912150000018),S,Sussex,"2,015"
2009 Oct 05 11:50:00 PM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.7177609,-75.11331,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.113310000024 38.717760900131),S,Sussex,"2,009"
2015 Jul 16 01:55:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.65786,-75.7845,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.784499999795 39.657859999807),N,New Castle,"2,015"
2011 Dec 28 01:03:00 AM,3,Tuesday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,2,Wet,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.6312,-75.70569,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.705690000418 39.631199999848),N,New Castle,"2,011"
2015 Jan 30 11:53:00 PM,6,Friday,2,Property Damage Only,Y,N,99,Unknown,N,N,1,Dry,99,Unknown,1,Clear,NA,NA,Y,N,N,N,N,38.72019,-75.28624,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.286239999639 38.720189999656),S,Sussex,"2,015"
2012 Mar 28 10:36:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.75355,-75.65307,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.65306999957 39.753550000286),N,New Castle,"2,012"
2012 Jul 02 10:04:00 PM,2,Monday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.64828,-75.63112,15,Other improper driving,0,No,N,NA,NA,NA,NA,N,POINT (-75.631119999776 39.648280000257),N,New Castle,"2,012"
2015 Jul 16 06:17:00 PM,5,Thursday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6631,-75.56812,15,Other improper driving,0,No,N,NA,NA,NA,NA,N,POINT (-75.568119999955 39.663099999796),N,New Castle,"2,015"
2015 Jun 01 08:25:00 PM,2,Monday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.69372,-75.3812,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.381200000127 38.693719999845),S,Sussex,"2,015"
2009 Jun 05 09:42:00 PM,6,Friday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.7537095,-75.508512,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.50851200002 38.753709499741),K,Kent,"2,009"
2013 Oct 05 09:55:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,Y,Y,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.6613,-75.60856,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.608559999886 39.66130000018),N,New Castle,"2,013"
2015 Dec 16 11:54:00 PM,4,Wednesday,3,Personal Injury Crash,N,Y,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.75042,-75.53854,21,Pedestrian,0,No,N,NA,NA,NA,NA,N,POINT (-75.538540000293 39.750420000335),N,New Castle,"2,015"
2012 Sep 03 07:14:00 PM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,2,Wet,1,Daylight,4,Rain,4,Rain,Y,N,N,N,N,39.43132,-75.65951,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.659510000282 39.431319999783),N,New Castle,"2,012"
2015 Oct 11 10:12:00 PM,1,Sunday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.17158,-75.54523,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.545230000353 39.171579999795),K,Kent,"2,015"
2011 Mar 06 05:08:00 AM,1,Sunday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.97296,-75.52637,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.52637000032 38.972960000178),K,Kent,"2,011"
2015 Feb 07 10:21:00 PM,7,Saturday,2,Property Damage Only,N,N,2,Front to front,N,N,1,Dry,4,Dark-Lighted,1,Clear,1,Clear,Y,N,N,N,N,38.72375,-75.12363,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.12362999962 38.723750000002),S,Sussex,"2,015"
2015 May 26 09:28:00 PM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.68662,-75.74652,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.746520000337 39.686619999944),N,New Castle,"2,015"
2015 Jul 14 12:58:00 PM,3,Tuesday,2,Property Damage Only,N,N,5,"Sideswipe, opposite direction",N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.54571,-75.65088,99,Unknown,1,"Yes, Directly Involved",N,NA,NA,NA,NA,N,POINT (-75.650880000332 39.545709999947),N,New Castle,"2,015"
2015 Apr 02 09:10:00 PM,5,Thursday,1,Non-Reportable,N,N,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,38.56063,-75.24647,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.246470000078 38.560630000179),S,Sussex,"2,015"
2015 Aug 03 08:16:00 PM,2,Monday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.15097,-75.55521,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.55521000019 39.150970000209),K,Kent,"2,015"
2014 Nov 25 09:50:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,Y,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.6372,-75.74334,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.743340000164 39.63719999968),N,New Castle,"2,014"
2014 Jun 05 06:55:00 PM,5,Thursday,1,Non-Reportable,N,N,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,N,N,N,39.35332,-75.6477,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.647700000159 39.353320000012),N,New Castle,"2,014"
2011 Feb 15 03:00:00 PM,3,Tuesday,1,Non-Reportable,Y,N,88,Other,N,N,99,Unknown,1,Daylight,99,Unknown,NA,NA,Y,N,N,N,N,39.66671,-75.77637,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.776370000335 39.666709999862),N,New Castle,"2,011"
2010 Dec 23 10:45:00 PM,5,Thursday,1,Non-Reportable,Y,N,99,Unknown,N,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,39.6771,-75.64793,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.647930000313 39.677100000033),N,New Castle,"2,010"
2010 Nov 08 04:14:00 PM,2,Monday,1,Non-Reportable,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.49607,-75.22458,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.22457999966 38.496069999813),S,Sussex,"2,010"
2010 Oct 22 09:11:00 PM,6,Friday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.81731,-75.50858,2,Failed to yield right of way,0,No,N,NA,NA,NA,NA,N,POINT (-75.508579999792 39.817310000055),N,New Castle,"2,010"
2012 Nov 03 06:04:00 AM,7,Saturday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.48072,-75.33609,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.336090000393 38.480720000302),S,Sussex,"2,012"
2012 Mar 01 05:07:00 PM,5,Thursday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,Y,N,N,N,38.7769,-75.22901,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.229010000161 38.776900000042),S,Sussex,"2,012"
2012 Apr 07 04:37:00 PM,7,Saturday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,Y,Y,39.78522,-75.50595,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.505950000338 39.785220000285),N,New Castle,"2,012"
2015 Jul 28 10:14:00 AM,3,Tuesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.74918,-75.59311,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.59311000018 38.749179999935),S,Sussex,"2,015"
2009 Dec 29 01:30:00 PM,3,Tuesday,2,Property Damage Only,Y,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,1,Clear,Y,N,N,N,N,39.815,-75.46871,1,Speeding,0,No,N,NA,NA,NA,NA,N,POINT (-75.468709999773 39.814999999729),N,New Castle,"2,009"
2015 Dec 27 05:40:00 PM,1,Sunday,1,Non-Reportable,Y,N,0,Not a collision between two vehicles,Y,N,9,"Mud, Dirt, Gravel",5,Dark-Not Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.89316,-75.38747,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.387470000061 38.893160000126),S,Sussex,"2,015"
2015 May 30 06:00:00 PM,7,Saturday,1,Non-Reportable,Y,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.64316,-75.62454,12,Driving in a careless or reckless manner,0,No,N,NA,NA,NA,NA,N,POINT (-75.62454000022 39.643159999854),N,New Castle,"2,015"
2015 Feb 03 01:23:00 AM,2,Monday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,8,Severe Crosswinds,NA,NA,Y,N,N,N,N,38.53432,-75.55176,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.55175999968 38.534320000124),S,Sussex,"2,015"
2012 May 16 05:53:00 PM,4,Wednesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.6626,-75.66475,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.664749999997 39.662599999726),N,New Castle,"2,012"
2013 May 26 10:40:00 PM,1,Sunday,2,Property Damage Only,N,N,0,Not a collision between two vehicles,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.71616,-75.57198,16,Mechanical defects,0,No,N,NA,NA,NA,NA,N,POINT (-75.571979999646 39.716160000043),N,New Castle,"2,013"
2013 Aug 22 10:23:00 PM,5,Thursday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.60469,-75.44674,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.446739999888 38.604690000175),S,Sussex,"2,013"
2011 Sep 22 03:34:00 PM,5,Thursday,1,Non-Reportable,Y,N,2,Front to front,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.62145,-75.64162,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.641620000195 39.621450000076),N,New Castle,"2,011"
2013 Dec 13 02:31:00 AM,5,Thursday,1,Non-Reportable,N,N,0,Not a collision between two vehicles,N,N,1,Dry,5,Dark-Not Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,39.57592,-75.63253,17,Animal in Roadway - Deer,0,No,N,NA,NA,NA,NA,N,POINT (-75.632529999937 39.575919999701),N,New Castle,"2,013"
2012 Jul 04 03:16:00 AM,3,Tuesday,3,Personal Injury Crash,N,N,3,Angle,N,N,1,Dry,4,Dark-Lighted,2,Cloudy,NA,NA,Y,N,N,N,N,38.63242,-75.18174,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.181740000429 38.632419999737),S,Sussex,"2,012"
2014 Aug 12 12:15:00 PM,3,Tuesday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,2,Wet,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.70103,-75.69939,99,Unknown,0,No,N,NA,NA,NA,NA,N,POINT (-75.699390000347 39.701030000318),N,New Castle,"2,014"
2015 Aug 22 05:02:00 PM,7,Saturday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.9941,-75.45244,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.45243999991 38.994099999742),K,Kent,"2,015"
2009 Sep 22 11:46:00 PM,3,Tuesday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,38.9223931,-75.4324029,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.432402899631 38.922393100175),K,Kent,"2,009"
2014 Jun 27 10:43:00 PM,6,Friday,3,Personal Injury Crash,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.76705,-75.54116,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.541159999702 39.767050000305),N,New Castle,"2,014"
2009 Sep 12 08:44:00 PM,7,Saturday,2,Property Damage Only,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,2,Cloudy,NA,NA,Y,N,N,N,N,39.6754208,-75.6801301,NA,NA,0,No,N,NA,NA,NA,NA,N,POINT (-75.680130099994 39.675420799781),N,New Castle,"2,009"
2014 Sep 22 01:09:00 PM,2,Monday,1,Non-Reportable,N,N,4,"Sideswipe, same direction",N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.66344,-75.73683,9,Made improper turn,0,No,N,NA,NA,NA,NA,N,POINT (-75.736830000029 39.663440000045),N,New Castle,"2,014"
2015 Sep 20 04:32:00 PM,1,Sunday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,Y,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.7597,-75.55193,10,Driving under the influence,0,No,N,NA,NA,NA,NA,N,POINT (-75.551929999559 39.759700000263),N,New Castle,"2,015"
2015 Oct 02 08:06:00 PM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,Y,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.67098,-75.7096,8,Following too close,0,No,N,NA,NA,NA,NA,N,POINT (-75.709600000338 39.670980000168),N,New Castle,"2,015"
2014 Jul 06 01:40:00 AM,7,Saturday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,4,Dark-Lighted,1,Clear,NA,NA,Y,N,N,N,N,39.6508,-75.64979,88,Other,0,No,N,NA,NA,NA,NA,N,POINT (-75.649789999838 39.650800000248),N,New Castle,"2,014"
2015 May 26 06:06:00 PM,3,Tuesday,2,Property Damage Only,N,N,3,Angle,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.71128,-75.71104,4,Disregard Traffic Signal,0,No,N,NA,NA,NA,NA,N,POINT (-75.711039999738 39.711280000321),N,New Castle,"2,015"
2011 May 14 12:57:00 PM,7,Saturday,2,Property Damage Only,N,N,2,Front to front,N,N,2,Wet,1,Daylight,4,Rain,NA,NA,Y,N,N,N,N,39.17306,-75.7212,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.721200000399 39.173060000235),K,Kent,"2,011"
2011 Jun 10 11:33:00 AM,6,Friday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,39.72757,-75.61684,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.616840000032 39.727570000076),N,New Castle,"2,011"
2011 Nov 09 04:06:00 PM,4,Wednesday,2,Property Damage Only,N,N,1,Front to rear,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.72504,-75.28477,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.284770000101 38.725040000135),S,Sussex,"2,011"
2015 Dec 16 11:44:00 AM,4,Wednesday,3,Personal Injury Crash,N,N,0,Not a collision between two vehicles,N,N,1,Dry,2,Dawn,1,Clear,NA,NA,Y,N,N,N,N,39.68968,-75.66116,7,Improper lane change,0,No,N,NA,NA,NA,NA,N,POINT (-75.661159999745 39.689679999998),N,New Castle,"2,015"
2012 Apr 08 08:04:00 PM,1,Sunday,2,Property Damage Only,N,N,88,Other,N,N,1,Dry,1,Daylight,1,Clear,NA,NA,Y,N,N,N,N,38.53468,-75.08936,11,"Driver inattention, distraction, or fatigue",0,No,N,NA,NA,NA,NA,N,POINT (-75.089360000065 38.534679999784),S,Sussex,"2,012"
